id;loja-id;produto-id;produto-link;produto-preco
203;2;88541355;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;44
204;2;89749870;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;328
205;2;87738245;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;369
206;2;90319285;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;487
207;2;87085705;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;91
208;2;87949652;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;414
209;2;87224256;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;111
210;2;87640000;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;101
211;2;87660454;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;134
212;2;87640035;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;324
213;2;85438045;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;119
214;2;87109071;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;101
215;2;89706015;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;124
216;2;89706036;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;130
217;2;89705644;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;365
218;2;87106180;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;40
219;2;86511586;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;288
220;2;86894290;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;71
221;2;87106740;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;39
222;2;87949162;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;116
223;2;87949722;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;138
